,category,headline,date
810,CRIME,Montreal Gearing Up To Sentence Huge Numbers Of Innocent Dogs To Death,2016-09-24
811,CRIME,'That's What Triggered It': Orlando Nightclub Shooter Revealed Motive To Police Negotiator,2016-09-24
812,CRIME,Charlotte Installs Curfew And Protester Dies After Being Shot During Unrest,2016-09-23
813,CRIME,Hit List Found With 'Detailed' Plot To Attack High School: Sheriff,2016-09-22
814,CRIME,Video Shows Child Trying To Wake Mom Who Allegedly Overdosed,2016-09-22
815,CRIME,N.C. Governor Declares State Of Emergency Amid Violent Protests,2016-09-22
816,CRIME,Charlotte Police Killing Leaves City On Edge,2016-09-21
817,CRIME,Fugitive Caretakers Allegedly Steal WWII Veteran's Life Savings,2016-09-21
818,CRIME,Man Crawls 3 Days After Surviving Crash That Killed Girlfriend,2016-09-21
819,CRIME,911 Calls Shed Light On What Happened During Orlando Nightclub Shooting,2016-09-21
820,CRIME,Ahmad Khan Rahami's Dad: I Reported My Son To The FBI Years Ago,2016-09-20
821,CRIME,New York Prison Guard Pleads Guilty In Inmate Death Cover Up,2016-09-20
822,CRIME,"Feds Charge Ahmad Khan Rahami For Planting New York, New Jersey Bombs",2016-09-20
823,CRIME,Details Emerge About Suspected Bomber Ahmad Khan Rahami,2016-09-20
824,CRIME,Police Identify Suspect In Minnesota Mall Stabbing,2016-09-20
825,CRIME,Muslim Veteran Who Served In Iraq Finds 'Terrorist' Written On His Locker,2016-09-20
826,CRIME,"Bombing Suspect's Restaurant Was Late-Night Hotspot, Had 'Friendly Service'",2016-09-19
827,CRIME,"Burglar Bursts Through YMCA Ceiling, Steals Toy Money",2016-09-19
828,CRIME,Emergency Alert About Bombing Suspect Has New Yorkers On Edge,2016-09-19
829,CRIME,'Suspicious Package' Explodes In New Jersey As Bomb Squad Robot Tries To Disarm It,2016-09-19
830,CRIME,Authorities Identify Ahmad Khan Rahami As Suspect In Manhattan Explosion,2016-09-19
831,CRIME,"Police Capture Ahmad Khan Rahami, Manhattan Bombing Suspect",2016-09-19
832,CRIME,Ex-Airman Gets 18 Months' Probation In Toddler's Death,2016-09-18
833,CRIME,Ahmad Khan Rahami Identified As Suspect In Manhattan Explosion,2016-09-18
834,CRIME,ISIS Claims Minnesota Mall Attack Was Carried Out By Supporter,2016-09-18
835,CRIME,"College For Convicts:  The Need Is Great, the Time Is Now",2016-09-18
836,CRIME,Ohio Police Officers Indicted In Killing Of Unarmed Man And Beating Case,2016-09-17
837,CRIME,USC Football Osa Masina Charged With Rape In Utah,2016-09-16
838,CRIME,George Zimmerman Shooter Convicted Of Attempted Murder In Florida,2016-09-16
839,CRIME,Adnan Syed Of 'Serial' Just Got A Big Boost In His Quest For Freedom,2016-09-16
840,CRIME,Dogs Get High After Alleged Drug Dealer Throws Heroin Over Fence,2016-09-15
841,CRIME,NYPD Officer Slashed By Man With Meat Cleaver In Midtown,2016-09-15
842,CRIME,Student Killed Herself After University Mishandled Her Rape Report: Suit,2016-09-15
843,CRIME,Toddler Suffocates Under Beanbag Chair When Day Care Worker Sits On It,2016-09-14
844,CRIME,"Man Mailed Dead Skunks, Raccoon To Rival For Job, Police Say",2016-09-14
845,CRIME,Florida Mosque Arson Leads To Arrest Of Joseph Michael Schreiber,2016-09-14
846,CRIME,"For American Muslims, A Horrifying Runup To One Of Islam's Holiest Holidays",2016-09-13
847,CRIME,NYPD: Muslim Woman Set On Fire Just Before 9/11 Anniversary,2016-09-13
848,CRIME,Man Pleads Guilty In Boy's Fatal Beating Over Birthday Cake,2016-09-13
849,CRIME,"Bagged Heart Mysteriously Appears In Ohio Field, Stumping Police",2016-09-12
850,CRIME,Someone Set Fire To The Orlando Shooter's Mosque On One Of The Holiest Days Of The Year,2016-09-12
851,CRIME,6 Bystanders Reportedly Shot Just An Hour After Alabama Peace Rally,2016-09-12
852,CRIME,"John Hinckley Jr., Reagan's Would-Be Assassin, Released After 35 Years",2016-09-10
853,CRIME,San Bernardino Shooting Report Details Heroism And Horror,2016-09-10
854,CRIME,Woman Allegedly Attacks Muslim Moms And Babies In Hate Crime,2016-09-10
855,CRIME,No State Charges For Cops Who Shot And Killed Mexican Farmworker In Washington State,2016-09-09
856,CRIME,Man Steals $600 From Bra Of 93-Year-Old In Wheelchair,2016-09-09
857,CRIME,Charges Announced For Bay Area Cops Linked To Sex Scandal,2016-09-09
858,CRIME,Deadly Shooting At Texas High School,2016-09-08
859,CRIME,Search Underway After Woman Reportedly Jumps Off Carnival Cruise Ship,2016-09-08
860,CRIME,"Florida Woman, Angry At Her Ex, Allegedly Set Wrong Car On Fire",2016-09-07
861,CRIME,Charges Dropped Against Man Who Killed His Wife's Would-Be Rapist,2016-09-07
862,CRIME,Driver Plows Into Pedestrians At Irvine Meadows Amphitheatre,2016-09-04
863,CRIME,Remains Of Minnesota Boy Missing Since 1989 Found,2016-09-04
864,CRIME,Fugitive Learns The Hard Way Not To Post 'Wanted' Picture On Facebook,2016-09-04
865,CRIME,Officer And Suspect Dead After Shootout In New Mexico,2016-09-03
866,CRIME,Jared Fogle Blames Victim's Parents In New Court Motion,2016-09-02
867,CRIME,Dallas Police Chief Who Guided Force During Sniper Attack To Retire,2016-09-01
868,CRIME,Attorneys for 'Affluenza' Teen Ethan Couch Ask To Have Him Released,2016-09-01
869,CRIME,Canadian Women Accused Of Smuggling $22 Million Of Cocaine On Cruise,2016-09-01
870,CRIME,Grand Jury Indicts Atlanta Officer For Murder Of Unarmed Black Man,2016-08-31
871,CRIME,"Fugitive Polygamist Could Have Been Raptured, Attorney Suggests",2016-08-31
872,CRIME,Alleged Sex Offender Found With 4 Missing Children In Louisiana,2016-08-30
873,CRIME,"'Loud Noises,' Mistaken For Gunfire, Cause Panic At LAX",2016-08-29
874,CRIME,Georgia Cops Find Beheaded Voodoo Doll Outside HQ,2016-08-28
875,CRIME,Two Chicago Brothers On Parole Charged In Murder Of NBA Star's Cousin,2016-08-28
876,CRIME,United Airlines Pilots Arrested After Allegedly Found Drunk On Plane,2016-08-28
877,CRIME,"Video Shows Police Pepper Spraying 84-Year-Old Woman, Tasering Son",2016-08-28
878,CRIME,Police Arrest Mississippi Man Over Stabbing Death Of 2 Nuns,2016-08-27
879,CRIME,Cousin Of NBA Star Dwyane Wade Killed In Chicago Shooting,2016-08-27
880,CRIME,Colorado Sheriff Accused Of Sexually Assaulting Inmate With Developmental Disabilities,2016-08-25
881,CRIME,Server Fires Shots During Steak House Brawl With Customers: Cops,2016-08-25
882,CRIME,Woman Stabs Husband With Scissors After He Drinks Her Beer: Police,2016-08-25
883,CRIME,Prisoner Takes Down Fellow Inmate During Vicious Attack On Officer,2016-08-23
884,CRIME,German City Puts Traffic Lights On The Ground For ‘Pedtextrians’,2016-08-23
885,CRIME,Need Drugs In Jail? Try Using A Drone,2016-08-22
886,CRIME,Armed Fugitive Disguises Himself As An Old Man To Evade Cops,2016-08-21
887,CRIME,"Man Accused Of Killing 5, Kidnapping Estranged Girlfriend",2016-08-21
888,CRIME,Shooting At Connecticut House Party Wounds 13,2016-08-21
889,CRIME,Police Violence: The Symptoms Of Deeper Societal Issues?,2016-08-21
890,CRIME,Preppi Killer Robert Chambers Case Revisted on 48 Hours,2016-08-21
891,CRIME,Texas Halts Execution Of Non-Triggerman Over Questions Of 'Dr. Death' Testimony,2016-08-19
892,CRIME,"Gunman Sought In Killing Of Muslim Cleric, Associate In Front Of New York City Mosque",2016-08-15
893,CRIME,New York City Imam Killing Suspect Charged With Murder,2016-08-15
894,CRIME,Texas Mom Arrested After Children’s Bodies Found Under Neighbor’s House,2016-08-15
895,CRIME,Violent Protests Erupt In Milwaukee After Police Kill Suspect At Traffic Stop,2016-08-14
896,CRIME,Wounded K9 Found 2 Days After Shooting That Killed Arkansas Deputy,2016-08-14
897,CRIME,Imam And Friend Gunned Down After Prayer In New York City,2016-08-13
898,CRIME,Cops Catch Burglary Suspects Passed Out In Car At Crime Scene,2016-08-13
899,CRIME,Virginia Plane Crash Leaves Multiple People Dead,2016-08-13
900,CRIME,Man Stumbles Across Portable Toilet Filled With Pot,2016-08-12
901,CRIME,"7 Missing, Dozens Injured After Overnight Explosion In Maryland",2016-08-11
902,CRIME,Couple Arrested At Mexico Border With Toddler’s Body In Bag: Cops,2016-08-11
903,CRIME,Florida Officer Accidentally Kills Woman During Training Exercise,2016-08-10
904,CRIME,Gunfire Erupts In Ferguson After Protester Is Struck By Car,2016-08-10
905,CRIME,Search For Killer Underway After Google Employee Found Dead In Woods,2016-08-09
906,CRIME,Report: Gawker And Hulk Hogan In Settlement Talks In Privacy Case,2016-08-08
907,CRIME,College Student Killed While Playing 'Pokemon Go',2016-08-08
908,CRIME,Oscar Pistorius Treated In Hospital For Wrist Injuries: Reports,2016-08-07
909,CRIME,2 Skydivers Killed After Parachutes Fail To Open In Tandem Jump,2016-08-07
910,CRIME,15-Month-Old Twin Girls Die After Being Left Inside Hot Car In Georgia,2016-08-05
911,CRIME,Mom Allegedly Poisons Toddler With Salt To 'Get Husband's Attention',2016-08-05
912,CRIME,Virginia Mayor Arrested In Meth-For-Sex Sting,2016-08-05
913,CRIME,"North Carolina Man Charged With Trying To Aid Islamic State, Justice Dept. Says",2016-08-04
914,CRIME,Flamingo Dead After Busch Gardens Visitor Allegedly Threw Her To The Ground,2016-08-03
915,CRIME,Metro Transit Police Officer In D.C Charged With Helping Islamic State,2016-08-03
916,CRIME,Teens Found Dead Behind Georgia Publix,2016-08-02
917,CRIME,San Francisco-Area Police Beating Of Stanislav Petrov Leads To Lawsuit,2016-08-01
918,CRIME,"Pilot In Fatal Hot Air Balloon Crash Had Drunk Driving, Drug Convictions",2016-08-01
919,CRIME,"Parents Abandoned 2-Year-Old Son To Play 'Pokemon Go,' Police Say",2016-08-01
920,CRIME,Washington Teen Broke Up With Girlfriend Before Deadly Shooting: Reports,2016-07-31
921,CRIME,Person Of Interest Identified In Fatal Austin Shooting,2016-07-31
922,CRIME,Burglary Suspect Found Dead After Being Tied To A Tree,2016-07-31
923,CRIME,Texas Hot Air Balloon Crash Kills 16,2016-07-30
924,CRIME,Seattle-Area House Party Shooting Leaves 3 Dead,2016-07-30
925,CRIME,"Ex-NFL Player Antonio Armstrong And Wife Killed, Police Arrest Son",2016-07-30
926,CRIME,3 Walmart Employees Charged With Manslaughter In Shoplifter's Death,2016-07-30
927,CRIME,Congressman Accused of Domestic Assault,2016-07-30
928,CRIME,"San Diego Police Officer Fatally Shot, Another Wounded",2016-07-29
929,CRIME,"Holy Knockoff, Batman! Man Busted For Throwing 'Batarang' At Cops",2016-07-28
930,CRIME,Chandra Levy Killing: Charges Dropped Against Man Accused Of Murdering Washington D.C. Intern,2016-07-28
931,CRIME,Man Jailed After He Says Cops Mistook Krispy Kreme Glaze For Meth,2016-07-28
932,CRIME,"Man Allegedly Beats Turtle To Death With Hammer, Claims Self-Defense",2016-07-28
933,CRIME,Florida Sheriff's Deputy Cleared In Death Of Man Carrying Air Rifle,2016-07-27
934,CRIME,Radioactive Device Stolen From Connecticut Car Has Been Found At A Pawn Shop,2016-07-26
935,CRIME,Gunman's Attempt To Rob Pokemon Go Players Ends In A Shootout,2016-07-26
936,CRIME,High School Basketball Star And 14-Year-Old Boy Killed In Florida Club Shooting,2016-07-25
937,CRIME,4 People Shot And Killed At Texas Apartment Complex,2016-07-24
938,CRIME,Former Manson Family Member Leslie Van Houten Denied Parole By California Governor,2016-07-24
939,CRIME,Job Applications To Dallas Police Surge Following Shooting,2016-07-23
940,CRIME,"Deputy Brad Garafola, Killed Protecting A Wounded Officer, Gets Hero's Send-Off",2016-07-23
941,CRIME,A Sorrowful Farewell To Baton Rouge Officer Matthew Gerald,2016-07-23
942,CRIME,4-Year-Old Girl Dies After Being Left In Car For Hours On A Hot Day,2016-07-23
943,CRIME,Cop Shoots Family Dog During 5-Year-Old's Birthday Party,2016-07-22
944,CRIME,Police Commander Suspended For Alleged Fabrications About Charles Kinsey Shooting,2016-07-22
945,CRIME,Florida Men Charged With Attempting To Support Islamic State,2016-07-22
946,CRIME,DOJ Moves To Seize Stolen Money Used To Finance 'Wolf Of Wall Street',2016-07-20
947,CRIME,Baltimore Driver Playing ‘Pokemon Go’ Crashes Into Police Car,2016-07-20
948,CRIME,These Are The 3 Police Officers Killed In The Baton Rouge Attack,2016-07-19
949,CRIME,"Minnesota Mom Accused Of Beating, Enslaving Chinese Woman As Her Nanny",2016-07-19
950,CRIME,Here's Everything We Know About The Baton Rouge Shooter,2016-07-19
951,CRIME,Cop Car Found Torched In Florida With 'Black Lives Matter' Note: Police,2016-07-18
952,CRIME,Police Bet On Rare 'Pokemon Go' Character To Catch Fugitives,2016-07-18
953,CRIME,Man Opens Fire On Two 'Pokemon Go' Players In Florida,2016-07-17
954,CRIME,7-Eleven Clerk Beats Robber At Terrifying Game Of Tug-Of-War,2016-07-17
955,CRIME,"Female Guard 'Senselessly Murdered' By Inmate At Texas Men's Prison, Officials Say",2016-07-17
956,CRIME,3 Baton Rouge Officers Killed In 'Ambush-Style' Attack,2016-07-17
957,CRIME,Atlanta Police Officer Charged With Murder In The Shooting Of Unarmed Black Man,2016-07-16
958,CRIME,"Thief Does A Little Dance After Stealing Wallet From A Car, Gets Jailed",2016-07-16
959,CRIME,'Coffee With A Cop' Helps Officers And Civilians Find Common Ground,2016-07-15
960,CRIME,A Mosque In Rhode Island Was Vandalized After The Nice Attacks,2016-07-15
961,CRIME,Veterans Catch Attempted Murder Suspect While Playing Pokemon Go,2016-07-14
962,CRIME,Officer's Life Saved When He Shoots Bullet Directly Into Suspect's Gun,2016-07-14
963,CRIME,Drug Detection Dog Dies After Handler Leaves Him In Hot Car,2016-07-13
964,CRIME,Gunman Opens Fire At Candlelight Vigil For Baltimore Shooting Victim,2016-07-12
965,CRIME,"NYPD Officer Stripped Of Badge, Gun After Deadly Road-Rage Shooting",2016-07-12
966,CRIME,2 Bailiffs Killed In Michigan Courthouse Shooting: Sheriff,2016-07-11
967,CRIME,"Pokemon Go Players Robbed At Gunpoint, Police Say",2016-07-11
968,CRIME,"Burglars Ram Truck Into Gun Store, Loot Stash Of Weapons: Police",2016-07-11
969,CRIME,East Baton Rouge DA Recuses Office From Alton Sterling Shooting Probe,2016-07-11
970,CRIME,"Dallas Killer Wrote Cryptic Messages In His Own Blood At Site Of Standoff, Police Say",2016-07-10
971,CRIME,Dallas Police Search Headquarters Garage After Threat Against Department,2016-07-09
972,CRIME,Police Attacked In Several States In Wake Of Police Killings,2016-07-09
973,CRIME,Watch A Kebab Shop Owner Stay Super Chill During An Armed Robbery,2016-07-09
974,CRIME,Eyewitness Captures Moment Dallas Protest Turned From Calm To Chaos,2016-07-08
975,CRIME,Witnesses Record Horror Of Dallas Attack,2016-07-08
976,CRIME,North Carolina Man Arrested After Allegedly Waving Shotgun At Cars And Firing Pistol At Deputy,2016-07-08
977,CRIME,Former NYPD Detective Gets Emotional Over Dallas Shooting,2016-07-08
978,CRIME,Woman Who Filmed Dallas Shooting From Window Was 'Terrified' And 'Confused',2016-07-08
979,CRIME,Minnesota Police Officers Involved In Philando Castile Shooting Identified,2016-07-08
980,CRIME,Suspected Serial Killer Arrested After 5th Homeless Attack: Cops [UPDATE],2016-07-07
981,CRIME,Smoker Allegedly Douses Driver With Gas In Argument Over Lit Cigarette,2016-07-07
982,CRIME,Someone Shot At A Texas Mosque In The Latest Attempt To Terrorize The Muslim Community,2016-07-07
983,CRIME,Nightmarish Video Shows Alleged Kidnap Attempt Right Under Mom’s Nose,2016-07-06
984,CRIME,'F**k Muzlim' And 'Terroist' Spray-Painted On Muslim Man's Car,2016-07-06
985,CRIME,"Former National Guard Member Arrested, Charged With Attempting To Support ISIS",2016-07-05
986,CRIME,"Muslim Teens Beaten Outside Brooklyn Mosque, Rights Group Says",2016-07-05
987,CRIME,Drunk Man Incites Panic After Jumping On Bar And Praising Allah: Police,2016-07-05
988,CRIME,Arrest Made In Death Of College Student Beau Solomon In Italy,2016-07-04
989,CRIME,Toddler's Father Said There Were 2 Gators During Disney Attack: Records,2016-07-04
990,CRIME,Teen Loses Leg After 'Experiment' Detonates In NYC's Central Park,2016-07-03
991,CRIME,Muslim Man Beaten Outside Florida Mosque Attended By Orlando Shooter Omar Mateen,2016-07-03
992,CRIME,Muslim Man Shot Near Mosque In Texas,2016-07-03
993,CRIME,Man Accused Of Smearing Feces In Woman's Shorts Says 'God Did It',2016-07-03
994,CRIME,"This Bunny Is Safe After Teen Attack, But Image Shows New Rabbits In Possible Danger",2016-07-03
995,CRIME,Tourist Falls To Death From Machu Picchu While Trying To Take Photo,2016-07-02
996,CRIME,Cops Find $10 Million Worth Of Cocaine Inside Blinged-Out Horse's Head,2016-07-02
997,CRIME,Man Allegedly Tries To Rob A Chuck E. Cheese During His Own Job Interview,2016-07-02
998,CRIME,Tennessee Mother Charged After 4 Children Stabbed To Death,2016-07-02
999,CRIME,"Christy Sheats Killed Daughters To Make Husband ‘Suffer,’ Sheriff Says",2016-06-30
1000,CRIME,"Driver Cuts Off Motorcyclist, Gets Exactly What She Deserves",2016-06-30
1001,CRIME,Judge Orders Man Accused of Tweeting Threats To Never Tweet,2016-06-29
1002,CRIME,Police Officer Jumps Out Of Helicopter To Tackle Suspect After Absurd Chase,2016-06-29
1003,CRIME,Ex-TV Reporters Charged After Their Baby Tests Positive For Cocaine,2016-06-29
1004,CRIME,Suspect In Murder Of Pregnant Mother Added To FBI's 'Most Wanted' List,2016-06-29
1005,CRIME,"Street Magician Tried To Make Woman's Bikini Disappear, Police Say",2016-06-28
1006,CRIME,Watch Officer React When Murder Suspect Grabs His Gun,2016-06-27
1007,CRIME,"Oregon Mom Fatally Shoots Stranger In Child's Bedroom, Police Say",2016-06-27
1008,CRIME,"Philadelphia Man Shot And Killed His Wife With Crossbow, Police Say",2016-06-27
1009,CRIME,"Hunters Shot This Baby Orangutan, Then Left Him For Dead",2016-06-27
1010,CRIME,Ronald McDonald Wounded In Shootout Outside Sonic Restaurant,2016-06-26
1011,CRIME,"At Least 7 Hurt In California Stabbings As Neo-Nazis, Protesters Clash",2016-06-26
1012,CRIME,Arizona Executions Impeded By Drug Supply Running Dry,2016-06-25
1013,CRIME,"Whitey Bulger Auction Brings In $100,000 For Mundane And Peculiar Items",2016-06-25
1014,CRIME,The Devil Is In The Details: How Insurance and Catholic Lobbyists Are Trying to Help Child Predators and Supportive Institutions Behind the Scenes,2016-06-25
1015,CRIME,Devastating Floods Leave 23 Dead In West Virginia,2016-06-24
1016,CRIME,Dummies Arrested After Bragging About Alleged Burglary On Facebook,2016-06-24
1017,CRIME,"Former Cop Charged After 2 Police Dogs Die In His Care, 4 Years Apart",2016-06-23
1018,CRIME,Authorities Say They Have Likely Removed Alligator That Killed Boy At Disney World Resort,2016-06-22
1019,CRIME,"Three Arrested With Cache Of Weapons, Some Loaded, Near Holland Tunnel",2016-06-21
1020,CRIME,18-Year-Old Indiana Man Arrested For Planning To Join Islamic State,2016-06-21
1021,CRIME,Ohio Gun Shop Owner Is Shot And Killed During Gun Safety Class,2016-06-20
1022,CRIME,Orlando Shooter Told Police 'I Did The Shootings',2016-06-20
1023,CRIME,'Affluenza' Mom Tonya Couch Has Curfew Eased So She Can Find A Job,2016-06-20
1024,CRIME,"Orlando Shooting Funeral Procession Hit By Car, Officers Injured",2016-06-19
1025,CRIME,Third Oakland Police Chief Out In Just Over A Week,2016-06-18
1026,CRIME,"Parents 'Gifted' Teen Daughter To Man Found With 12 Girls, Police Say",2016-06-18
1027,CRIME,Mom Fights Off Mountain Lion After It Attacks Her 5-Year-Old Son,2016-06-18
1028,CRIME,Orlando Survivor Angel Colon Meets Police Officer Who Saved His Life,2016-06-17
1029,CRIME,"Gator Attack: Disney Knew Of Problems, Staffer Asked For Fence At Lagoon",2016-06-16
1030,CRIME,"Wands Raised To Honor Orlando Shooting Victim, 'One Of The Best Gryffindors The World Has Ever Known'",2016-06-16
1031,CRIME,"One Year Later, Arizona Real Estate Investor Still Missing",2016-06-16
1032,CRIME,Authorities Find Body Of Toddler Snatched By Gator Near Disney Resort,2016-06-15
1033,CRIME,"Man Calls Muslim Women ‘Terrorists’ On The NYC Subway, Gets Shut Down In The Best Way",2016-06-15
1034,CRIME,"Accused Charleston Shooter Dylann Roof To Have Jury Trial, Judge Rules",2016-06-14
1035,CRIME,Veteran Reportedly Helped Guide Dozens To Safety During Orlando Shooting,2016-06-14
1036,CRIME,Search Underway For 3 Kids Taken By Man Wanted For Child Porn: Cops,2016-06-14
1037,CRIME,"Orlando Vigils Around The World Fight Hate With Love, Unity",2016-06-13
1038,CRIME,London Vigil For Orlando Victims Draws Thousands,2016-06-13
1039,CRIME,A stranger was bleeding in the parking lot. This man saved his life with a shirt and a bear hug,2016-06-13
1040,CRIME,"Oscar Pistorius Is A 'Broken Man,' Psychologist Says At Sentencing",2016-06-13
1041,CRIME,Shooting Rampage Results In 'Mass Casualties' At Orlando Gay Nightclub,2016-06-12
1042,CRIME,"New Mexico Man Accused Of Killing Wife, 4 Children",2016-06-12
1043,CRIME,"Army Reserve Major Threatened Mosque Members With Bacon, Gun: Police",2016-06-12
1044,CRIME,Omar Mateen Identified As Orlando Club Shooter,2016-06-12
1045,CRIME,U.S. Official: No Evidence Of Direct Islamic State Link To Orlando Shooting,2016-06-12
1046,CRIME,Witnesses Recount Horror At Orlando Nightclub During Mass Shooting,2016-06-12
1047,CRIME,The Chilling Texts A Mother Received From Her Son In Orlando Gay Bar: 'He Has Us' (UPDATE),2016-06-12
1048,CRIME,New Details Emerge About Deadliest Mass Shooting In U.S. History,2016-06-12
1049,CRIME,"Orlando Gunman's Father Says Son Was Upset By Gay Kiss, Not Motivated By Religion",2016-06-12
1050,CRIME,"Another Morning, Another Shooting",2016-06-12
1051,CRIME,"After Joyful Adoption Photo Goes Viral, Cops Say The Dog Has To Go",2016-06-11
1052,CRIME,"Thief Dresses Like Apple Store Employee, Makes Off With 19 iPhones",2016-06-10
1053,CRIME,Rapist Brock Turner Gets Lifetime Ban From Team USA Swimming,2016-06-10
1054,CRIME,Officer Shoots Rock-Wielding Man At Dallas Airport,2016-06-10
1055,CRIME,Body Of Missing Gravel Pit Worker Found Nearly A Week After Mine Collapse,2016-06-09
1056,CRIME,Brock Turner's Sentence Will Be Even Shorter Than You Think,2016-06-09
1057,CRIME,Woman Impaled By Umbrella While Celebrating Birthday At The Beach,2016-06-09
1058,CRIME,Georgia Man Shot By Police Who May Have Responded To Wrong Address,2016-06-09
1059,CRIME,Border Militia Co-Founder Convicted Of Child Molestation In Arizona,2016-06-09
1060,CRIME,"NYC Schools Punished Students For Being Victims Of Sexual Assault, Lawsuit Claims",2016-06-08
1061,CRIME,Chief Of New York City Corrections Officers Union Arrested For Fraud,2016-06-08
1062,CRIME,Pressure Builds On Judge Over California Sexual Assault Case,2016-06-08
1063,CRIME,November Trial Date Set For Charleston Shooter Dylann Roof,2016-06-08
1064,CRIME,Chief Of New York City Corrections Officers Union Arrested For Corruption,2016-06-08
1065,CRIME,276 Dogs Rescued From A Single New Jersey Home After Hoarding Nightmare,2016-06-05
1066,CRIME,Colorado Man Arrested After Challenging Daughter To A 'Duel': Sheriff,2016-06-05
1067,CRIME,UCLA Gunman Killed Estranged Wife Before Campus Attack,2016-06-03
1068,CRIME,Staten Island Teen Dies From Asthma While Fleeing Racist Crew Waving Gun,2016-06-03
1069,CRIME,Beating Death Of Transgender Man In Vermont Homeless Camp Leads To Arrests,2016-06-03
1070,CRIME,"Queens Man Unaware Of $2 Bail, Spends Nearly 5 Months At Rikers Island",2016-06-02
1071,CRIME,Surgical Tech In Needle-Swap Scandal At Swedish Medical Center Has HIV,2016-06-02
1072,CRIME,"UCLA Shooter Had 'Kill List,' Left Another Victim: Police",2016-06-02
1073,CRIME,Two Killed In Apparent Murder-Suicide At UCLA,2016-06-01
1074,CRIME,"Amid a Growing Movement to Close Rikers, One Prisoner Approaches Six Years Without Trial",2016-06-01
1075,CRIME,Ex-Cop Arrested For Fatally Shooting Church Drummer Whose Car Broke Down,2016-06-01
1076,CRIME,Investigation Underway After Alligators Found Eating Human Body In Canal,2016-05-31
1077,CRIME,Road Rage Video Shows Driver Crushing Veteran's Motorcycle With His Car,2016-05-31
1078,CRIME,Man Accused Of Driving Through Memorial Day Cross Display,2016-05-30
1079,CRIME,Car Plunges Off 200-Foot Sea Cliff On Hawaii's Hana Highway,2016-05-30
1080,CRIME,WWII Plane That Crashed In Hudson River Was Attempting Emergency Landing,2016-05-29
1081,CRIME,"'Random' Shooting Rampage In Houston Leaves 2 Dead, 6 Wounded",2016-05-29
1082,CRIME,"1 Dead, 3 Injured In Shooting At T.I. Concert In NYC",2016-05-26
1083,CRIME,"White High School Football Players Accused Of Coat Hanger Assault On Black, Disabled Teammate",2016-05-25
1084,CRIME,"Massachusetts Policeman Slain, Suspect Killed After Manhunt",2016-05-23
1085,CRIME,Untold Damage: America’s Overlooked Gun Violence,2016-05-23
1086,CRIME,Drug-Addled Puppy 'Looks Much Better' After Undergoing Doggie Rehab,2016-05-23
1087,CRIME,World's 2nd Oldest Female Orangutan Is Euthanized After Declining Health,2016-05-22
1088,CRIME,Man Accused Of Paying Stripper For Lap Dance With Fake $100 Bill,2016-05-21
1089,CRIME,"George Zimmerman Gun Sells For $250,000",2016-05-21
1090,CRIME,San Francisco Police Chief Ousted After Fatal Police Shooting,2016-05-20
1091,CRIME,Jury Finds Cinemark Theater Chain Not Liable In 2012 Colorado Movie Massacre,2016-05-19
1092,CRIME,New York City Police Fatally Shoot Man With Knife Near Times Square,2016-05-18
1093,CRIME,L.A. School District Reaches $88-Million Settlement In Sex Misconduct Cases At Two Campuses,2016-05-17
1094,CRIME,New Evidence Frees Convicted Murderer Who Spent 19 Years Behind Bars,2016-05-17
1095,CRIME,9-Year-Old Girl Killed In Shooting Asked Police Days Earlier If They Could Keep Her Safe,2016-05-17
1096,CRIME,"Judge Throws The Book At Ohio Puppy Killer, Calls Him 'Inhuman'",2016-05-16
1097,CRIME,Coast Guard Calls Off Search For Passenger Missing From Cruise Ship Off Texas,2016-05-16
1098,CRIME,Search Underway After Texas Woman Falls Off Carnival Cruise Ship,2016-05-15
1099,CRIME,Alabama Wants To Execute Man Despite Questions Of Mental Competency,2016-05-13
1100,CRIME,Auction For George Zimmerman's Gun Used To Kill Trayvon Martin Hijacked By Fake Buyers,2016-05-13
1101,CRIME,2 Troopers Suspended After Videotaped Pummeling Of Suspect,2016-05-12
1102,CRIME,George Zimmerman Auctioning Off Gun Used To Kill Trayvon Martin,2016-05-12
1103,CRIME,Accused Planned Parenthood Gunman Ruled Mentally Incompetent To Stand Trial,2016-05-11
1104,CRIME,Investigators: 2013 West Texas Fertilizer Plant Explosion Caused By Arson,2016-05-11
1105,CRIME,Televised Police Chase Ends With Officers Beating Suspect,2016-05-11
1106,CRIME,San Francisco Area Deputies Charged Over Videotaped Beating,2016-05-10
1107,CRIME,Cuts Like a (Gravity) Knife: New York Court Holds Strict Liability Applies to Gravity Knife Possession,2016-05-08
1108,CRIME,Maryland Shooting Suspect Eulalio Tordil Charged With Murder,2016-05-07
1109,CRIME,"Man Shoots Up Bathroom When Occupant Takes Too Long, Police Say",2016-05-07
1110,CRIME,‘Acid Bandit’ Wears Ridiculous Fake Beard In Terrifying Bank Heist,2016-05-07
1111,CRIME,"Three Victims Shot At Maryland Mall, Suspect At Large: Police",2016-05-06
1112,CRIME,Officer Captured After Shooting Spree Leaves 3 Dead In Maryland,2016-05-06
1113,CRIME,"Michigan Man Sprayed Poison On Open Food At Grocery Stores, FBI Says",2016-05-06
1114,CRIME,Watchdog Probes Alleged 'Profiling' Of Somalis At Minneapolis Airport,2016-05-05
